,Unnamed: 0,review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours
7693,798478,J-zTXtFhyG5AMqs6Fxa6Rg,gr528N9hWldCgfKp99zWKw,6ewV-e7-39oqYUq3yZuIyw,3,1,0,0,"Summary: Great food, reasonable prices, good (but awkward) service.

Sunday morning is synonymous with what for me?  Brunch, of course!  Having heard a lot about Sabrina's Cafe in Philadelphia, and seeing their new location on the Drexel Campus near by, I had to head over.  So I rounded up the gang and hit it up a few weeks ago.

Sabrina's has somewhat of an ardent fan following in Philadelphia.  They have a few other locations around the city, all of which are really recommended for the food.  And they are absolutely right!  The vegetable spring rolls, the barking chihuahua (a burrito, just to be clear), and the eggs benedict all come recommended from my own experiences here.  The veggie spring rolls (not something you'd expect in a place like this) are fresh, flavorful, and a great addition to their menu.  The barking chihuahua, a behemoth burrito (somewhat interesting name, if you think about it), is filled with eggs, beans, peppers, cheese, and just about anything else that you want in it.  Eggs benedict is also done well here, albeit the hollandaise is a bit too eggy per my liking (a common issue).

On the other hand, while the stuffed french toasts are loved by some, my friends (and I) all agreed that they seemed to be a bit too sweet for our liking.  If sweet stuff floats your boat, by all means go for it!

Stuff is reasonably priced, although a group of 3-4 can easily rack up a 60-70 dollar bill without much trouble.  Still, for the most part, considering the quality of the food, it isn't too bad.  But a glass of OJ can run you 4 bucks!  Bit high for a campus dining option, if you ask me.

Service was decent.  There was an hour-long wait for a party of 4 (we got there at noon, so not unexpected).  Our server was nice, but as some other folks also remarked, the check was brought out shortly after the mains arrived.  I definitely understand that you need to turn the tables, but still... really?  Also, the server seemed to be forgetting our table for 10-15 minutes on end.  I don't really want you breathing down my back, but I would like water every now and then... y'know?

All in all, a decent place, and I have been back since my initial visit.  Just be prepared to wait, and be careful with what you order!",2012-05-02 13:29:57,Sabrina's Café,227 N 34th St,Philadelphia,PA,19104,39.9598792,-75.1906815,4.0,833.0,1.0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False', 'HappyHour': 'False', 'HasTV': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Breakfast & Brunch, Restaurants, Vegetarian, American (New), American (Traditional), Comfort Food, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
13850,1415942,56-JEmh1y4GMSYCMyFCIgw,EDme-VW0ivgMMThQARlM8g,vF_QwGltBpVesMMGclzB9Q,4,1,0,1,"I've loved Stella's for the longest. The vibe, the outside seating (when it's nice out), the coal oven pizza, all of it is worth it for me. My last time stopping through I had the sausage pizza (ALWAYS good) and tried the minestrone soup. The soup most definitely had too much pasta in it but the pizza never disappoints. Their bombi cocktail is extremely legit too! Always a cute date spot, I'll definitely be back.",2021-12-13 16:31:44,Pizzeria Stella,420 S 2nd St,Philadelphia,PA,19147,39.9424247094,-75.1456823945,4.0,601.0,1.0,"{'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Restaurants, Pizza, Italian","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-21:0'}"
13388,1362837,5SU_EloRToK2e0q40w8aHg,IjmeX7t2h5gFAvyesW-0jg,-0TffRSXXIlBYVbb5AwfTg,5,1,0,0,"When you want brunch, go here. Right in the heart of the Gayborhood you have a delicious pepper infused tequila drink and from Sea Bass to lobster roll or chicken tiki wraps and fries. You will have something for everyone even those who don't like Indian. Trust me when I say you want to go and I go often. Next time I swear I'll take pics! Unlimited mimosas available and COVID COMPLIANT! They have people situated outside in the closed off street with heat lamps. There are some seats inside maybe 10ppl but sit out under a lamp and catch the city charms as they walk by. But far enough away (and a potion blocked)  they are not on top of you as they walk by.",2020-11-10 02:48:16,IndeBlue Modern Indian Food & Spirits,205 South 13th St,Philadelphia,PA,19107,39.9485078263,-75.1619688173,4.5,1097.0,1.0,"{'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'Smoking': ""u'no'"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'CoatCheck': 'True', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'BYOB': 'False', 'Corkage': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DogsAllowed': 'False'}","Cocktail Bars, Food Delivery Services, Nightlife, Breakfast & Brunch, Food, Bars, Event Planning & Services, Caterers, Restaurants, Indian","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0'}"
25525,2901090,8fxoLMMYkdyVfNyC6rcGoA,4_IJKLhoyof73pvRal4Exw,6ajnOk0GcY9xbb5Ocaw8Gw,4,0,1,0,"I've been waiting months to make reservations here on a weekend, and it was actually an accident that I found one on a Friday night at 8:15 because I was randomly checking Open Table once despite not thinking anything would be open because they're always booked almost immediately for weekends. 

It's dark and loud like every other Marcie Turney restaurant, but Barbuzzo by far has the best service out of them all. Sure there was a slight wait for the pizza, but it was like the drinks magically appeared right after you ordered them! 

As an appetizer, we had the Sheep's Milk Ricotta. It was creamy and light and came with grilled bread and balsamic. It was a great start and was not overbearing like your regular old ricotta.

We shared the Margherita Pizza and the Maiale Pizza. They're wood-fired, have a thin, soft middle and a light and flaky crust. They were very good. The crust wasn't burnt like I've had elsewhere with wood-fired pizza. The Maiale was oddly devoid of prosciutto and pancetta and was mostly garlic broccoli rabe despite being basically the Margherita Pizza with the aforementioned three ingredients for $4 more than the Margherita. It was very good and I'm glad we got it, but it was basically a broccoli rabe pizza with a little prosciutto and pancetta. I might order it again, but that's because I love broccoli rabe so much. 

I, who eats more than my cohorts, also had the Grilled Porterhouse Lamb Chops. They were divine! They were larger and not overcooked like I've had at other small plate restaurants in the neighborhood (and I think cheaper, too)... The cucumber-feta salad it came with was wonderful as well. 

We all, of course, had the Salted Caramel Budino. It was wonderful, and I'm glad I waited so long to try it. I don't even think I can put it into words. You have to try it for yourselves. Even if you come here for the budino, you have to get it.

Don't even bother coming here on the weekend without a reservation. I watched at least 12 people leave after being told the wait was an hour and a half. Even at 10pm, the place was still full and had an hour wait. 

I can't say I'd wait months to make a reservation for a Friday night again, but I'd definitely come back during the week. They have dessert for happy hour, right?",2017-04-22 03:32:37,Barbuzzo,110 S 13th St,Philadelphia,PA,19107,39.950007,-75.1621577,4.5,2893.0,1.0,"{'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': True, 'casual': None}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}""}","Mediterranean, Restaurants, Pizza, Italian","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '16:0-22:0'}"
5989,623551,O06b9PwwDoRTqvB1GA8tCQ,p-3grx8aw9eowG36jkouWA,2er_V-oAd7IbQ5YTY56r7A,5,0,0,1,"OMG, so good. I love their burgers, even though they are expensive! The add-ons (I had queso fresco, pickled red onions, pickled green tomatoes, and sweet pickles) are so delicious! Such a great place. Adorable, quirky decor too.",2016-07-15 14:51:08,Bareburger - Midtown Village,1109 Walnut St,Philadelphia,PA,19107,39.9489334,-75.1595088,4.0,622.0,0.0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'BYOB': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'False', 'HappyHour': 'True'}","Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad","{'Monday': '0:0-0:0', 'Tuesday': '14:0-21:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
15735,1618883,3Nwohp0ionayKGhX8nJ-Zw,RgDVC3ZUBqpEe6Y1kPhIpw,wB1Tin0OW1JRpaKM-E3ZYA,4,4,2,4,"I'm realizing that all my reviews focus on the drinks...so, I'll start by talking about the sliders I ate last week for lunch. Yes, yes, yes, they were great and if you get the chance, get themmmm.

So this place has amazing infusions; Bacon vodka, jalepeno tequila, apple and spice whiskey. Did I lose you at bacon vodka? I'm a huge fan of the whiskey and I typically pair it with a Kenzinger...or whatever other beer I happen to be in the mood for. Don't shoot it though, sip it slowly like the sophisticate you are.

I like to go there on off-nights because I think the Rittenhouse crowd has started to flock here on weekends. Don't get me wrong, I love the Rittenhouse crowd...errr..

They have great Quizzo and feature a weekly line-up of other talent (The Olde City Sideshow for eg.). Oh and for brunch, you can make your own bloody mary. They give you a list of ingredients and you basically take your pick. Don't ask me though, I'm not a big fan of the stuff.

National is an oasis in a land of Old City cheese.",2009-03-31 15:32:45,National Mechanics,22 S 3rd St,Philadelphia,PA,19106,39.9495443,-75.1459872,4.0,875.0,1.0,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'Smoking': ""u'outdoor'"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}","Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-1:0', 'Sunday': '10:0-22:0'}"
45878,5599210,6TEXv1VloIfLoZwvmuKAfQ,0MJ5sKX5uq7Ma5hbl4l3BQ,csS_UrBujOvjASbX3gLW7w,4,2,1,2,"Been awhile since returned, due for one. My dining partner was not only a Bobby Flay-virgin, they had no idea who he was, or anything else.got there about 6:30pm, found parking right away, there was a line, I ended up with Bobby Bleu burger, omitted bleu cheese for American. I wanted my Burger med well, looked med. rare, but I wasn't disappointed, since it was juicy I had a shake with sweet pot. fries to accompany them. My dining partner likes theirs, found it to be good choice. All in all, my experience here left me we great impression, our waiter had GREAT personality & attitude, definitely a plus working there. Most of the employees were . Guess they make sure all of them have good sense of pride, personable & positive -that work there!! I was impressed.",2011-03-21 11:45:28,Bobby's Burger Palace,"University of Pennsylvania, 3925 Walnut St",Philadelphia,PA,19104,39.954086811,-75.2009592271,3.5,788.0,0.0,"{'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False'}","Sandwiches, American (Traditional), Burgers, Restaurants, Salad","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
54344,6706032,u_DTGEM2eCKtsM6UEUsxMw,-TLXQfY2lZ6DVWQj4BosxQ,-1B9pP_CrRBJYPICE5WbRA,4,1,0,0,"I've heard positive things about Spice 28 and finally stopped by for lunch with my mom while she was in town.

The interior and ambience is trying to be very trendy, chic, and lounge-y (which it might be for happy hour/dinner, I'm only basing it on my lunch.)

I've seen some other reviews mention similarities to Han Dynasty - which based on the cuisine/menu, is accurate and on point. 

The lunch menu has a bunch of great options, for a variety of tastes and spice preferences. I opted for the Cumin Style lunch special (but requested tofu instead of lamb or beef.) The waiter said they could accommodate my request, and it was exactly what I wanted. The tofu was crisp and loaded with cumin flavor and a nice level of spice. I opted for the Tom Yum soup as my appetizer, which was bright and tangy and a perfect warm-up from the winter cold.

The lunch portion was perfect, and both my mom and I enjoyed our meal.",2015-02-18 15:44:33,Spice 28,1228 Chestnut St,Philadelphia,PA,19107,39.950352,-75.1615829,4.0,822.0,1.0,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Asian Fusion, Restaurants, American (New), Thai, Szechuan, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '12:0-23:30', 'Sunday': '12:0-22:0'}"
18749,2040322,d6a1x1qrSHD_mFvP1c7zXQ,GR7-1pQrgIDcLXAtSpO3cQ,vVfy055EfLMdd0yJYHxiMQ,5,5,1,0,"This is my favorite dessert place in Philly! It has a wide array of Asian desserts that have the cutest presentation. I've tried nearly every dessert item on the menu and highly recommend the lychee panna cotta and green tearamisu. The lychee panna cotta comes with a scoop of raspberry ice cream on the side that is absolutely delicious. The harvest looks like a potted plant and tastes so good with the Oreo crumbs. It's basically the same as the harvest dessert on the menu of Spot dessert bar in NYC (another favorite of mine). My boyfriend loves the Japanese fruit crepe cake, it's light and super pleasant, but does often run out. 
You can either order desserts to go or be seated for table service. They bring you nice tall glasses of water to balance out the sweetness. Credit card minimum is $10 but I think I've gotten away with it once or twice. This place is pretty packed on the weekend in the evenings but we're usually able to get a table quickly.",2018-10-17 17:01:34,A La Mousse,145 N 11th St,Philadelphia,PA,19107,39.9552167,-75.1574268,4.5,691.0,1.0,"{'Alcohol': ""'none'"", 'ByAppointmentOnly': 'False', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea, Cafes, Bakeries, Desserts, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
18859,2061886,P4WpCCiAxME04jDLnmpxtw,Cu8v6y9zQgKWkiu5nkoR4A,T9C1od-JorSPXwXgzSqM9Q,4,2,0,0,"order: salt and pepper chicken wings, snow pea leaves in garlic, eggplant

very busy starting at 11 pm",2012-04-16 07:47:36,David's Mai Lai Wah,1001 Race St,Philadelphia,PA,19107,39.95549425,-75.1559746,3.0,522.0,1.0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}""}","Seafood, Chicken Shop, Restaurants, Chinese","{'Monday': '16:0-3:0', 'Tuesday': '16:0-3:0', 'Wednesday': '16:0-3:0', 'Thursday': '16:0-3:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-3:0'}"
48862,6116408,3CkAvJ3c065FiLJ3tj3w0w,f4v6QDA88r8RZAEpCsVsTQ,rgSHLh2Le0Un82FDxbq0mg,4,2,0,0,this place is huge. the red chairs are a little much but I'll get over it. we sat at the small bar on the first floor and our bartender was slightly stand offish. we ordered way too much food and most of it was very good. the Mac and cheese with tomato on it wasn't great but the oysters made up for it. all the food that passed us going to other customers looked super good and we wanna go back again for sure !,2016-03-16 08:00:43,The Little Lion,243 Chestnut St,Philadelphia,PA,19106,39.948901,-75.145787,4.0,494.0,0.0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True'}","American (New), Restaurants","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-23:0'}"
24323,2771882,wz_2gBlv2IqcrgSxFVfBFQ,ojxS1v-8nUvEEx4DlsPQrA,luv3Y2AjoOhxYRY_u5tRJA,5,1,0,1,Couch Tomato delivered pizza to my friends' home in Manayunk...and I am hoping that they deliver to downtown Philly as well as the food was fantastic: an abundance of fresh ingredients on a pizza that was perfectly thin (not too crispy and not too doughy).  The vegetarian It's Not Easy Being Green was delicious with mouth-watering chunks of artichokes and the standard Pepperoni was tasty as well.,2012-01-15 03:39:41,The Couch Tomato Cafe,102 Rector St,Philadelphia,PA,19127,40.0247731,-75.2213162,4.0,604.0,1.0,"{'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False'}","Italian, Restaurants, Sandwiches, Food Delivery Services, Salad, Food, Pizza, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
